visibility,parent-FQN,method-name,param-list,return-type,param-signature,local-variables,conditionals,multiple-statements,loops,parameters,returns,switches,ifs,static,returns-primitives,classification,pseudo-tested
public,org.carlspring.commons.io.MultipleDigestOutputStream,close,,void,,{},False,False,False,True,False,False,False,False,True,False,False
